id,story,story_order,attention,feature,feature_order,response
4,Julia,7,0,is female,7,1
4,Julia,7,0,enjoys watching TV shows,8,1
4,Julia,7,0,is a college student,9,1
4,Julia,7,0,can be sensitive sometimes,10,1
4,Julia,7,0,read children's books with Benji,11,4
4,Julia,7,0,picked up her partner's call while filling the bathtub,12,7
4,Julia,7,0,felt hurt after learning about the cheating,13,3
4,Julia,7,0,left the bathroom to talk to her partner,14,7
4,Julia,7,0,sat for a few minutes after hanging up,15,7
4,Ava,8,1,has a peanut allergy,1,1
4,Ava,8,1,enjoys going to music concerts,2,1
4,Ava,8,1,is female,3,1
4,Ava,8,1,is an artist,4,1
