id,story,story_order,attention,feature,feature_order,response
1,Edward,11,1,person who enjoys reading science fiction,5,0
1,Edward,11,1,male person,6,5
1,Edward,11,1,single person,7,0
1,Edward,11,1,White person,8,0
1,Edward,11,1,clinical research assistant,9,0
1,Edward,11,1,24-year-old person,10,48
2,Flora,1,1,generic person,0,77
2,Flora,1,1,person who uses a white cane,1,87
2,Flora,1,1,32-year-old person,2,62
2,Flora,1,1,counselor,3,68
2,Flora,1,1,empathetic person,4,79
2,Flora,1,1,legally blind person,5,100
2,Flora,1,1,person who enjoys gardening,6,50
2,Flora,1,1,Asian person,7,62
2,Flora,1,1,person who composes music,8,60
2,Flora,1,1,female person,9,84
2,Flora,1,1,early riser,10,53
2,Qian,2,0,generic person,0,71
2,Qian,2,0,restaurant waiter,1,77
2,Qian,2,0,person who enjoys jazz music,2,58
2,Qian,2,0,male person,3,66
2,Qian,2,0,person who can be stubborn,4,66
2,Qian,2,0,hard-working person,5,66
2,Qian,2,0,person with a humorous personality,6,20
2,Qian,2,0,non-smoker,7,49
2,Qian,2,0,27-year-old person,8,54
2,Qian,2,0,Asian person,9,100
2,Qian,2,0,person who enjoys watching sports,10,36
2,Chris,3,1,generic person,0,73
2,Chris,3,1,White person,1,62
2,Chris,3,1,male person,2,71
2,Chris,3,1,person who admires his father,3,85
2,Chris,3,1,10-year-old person,4,84
2,Chris,3,1,person who enjoys swimming,5,14
2,Chris,3,1,picky eater,6,6
2,Chris,3,1,person with an average IQ,7,63
2,Chris,3,1,person who weighs 70 lbs,8,62
2,Chris,3,1,person who enjoys playing hide-and-seek,9,85
2,Chris,3,1,person with a curious personality,10,93
2,Julia,4,0,generic person,0,78
2,Julia,4,0,person with asthma,1,15
2,Julia,4,0,babysitter,2,81
2,Julia,4,0,courteous person,3,15
2,Julia,4,0,person who enjoys watching TV shows,4,12
2,Julia,4,0,person who can be sensitive,5,49
2,Julia,4,0,multiracial person,6,1
2,Julia,4,0,person studying psychology,7,40
2,Julia,4,0,female person,8,62
2,Julia,4,0,19-year-old person,9,83
2,Julia,4,0,college student,10,80
2,Alfred,5,1,generic person,0,60
2,Alfred,5,1,person who enjoys Italian cuisine,1,16
2,Alfred,5,1,person who enjoys fishing,2,28
2,Alfred,5,1,veteran,3,92
2,Alfred,5,1,person who lives alone,4,80
2,Alfred,5,1,male person,5,56
2,Alfred,5,1,person with a calm personality,6,25
2,Alfred,5,1,patriotic person,7,76
2,Alfred,5,1,person with PTSD,8,100
2,Alfred,5,1,68-year-old person,9,71
2,Alfred,5,1,White person,10,11
2,Edward,6,1,generic person,0,54
2,Edward,6,1,studious person,1,59
2,Edward,6,1,clinical research assistant,2,27
2,Edward,6,1,24-year-old person,3,67
2,Edward,6,1,White person,4,22
2,Edward,6,1,ambitious person,5,66
2,Edward,6,1,male person,6,69
2,Edward,6,1,experienced driver,7,63
2,Edward,6,1,single person,8,60
2,Edward,6,1,person who enjoys browsing Twitter,9,27
2,Edward,6,1,person who enjoys reading science fiction,10,27
2,Ava,7,1,generic person,0,80
2,Ava,7,1,26-year-old person,1,74
2,Ava,7,1,female person,2,74
2,Ava,7,1,person who often drives,3,72
2,Ava,7,1,person who enjoys music concerts,4,15
2,Ava,7,1,person who regularly drinks coffee,5,22
2,Ava,7,1,Native American person,6,16
2,Ava,7,1,long-time friend,7,70
2,Ava,7,1,artist,8,22
2,Ava,7,1,person with a peanut allergy,9,16
2,Ava,7,1,compassionate person,10,74
2,Nadia,8,0,generic person,0,82
2,Nadia,8,0,person who had attended couples therapy,1,76
2,Nadia,8,0,White person,2,20
2,Nadia,8,0,person who collects vinyl records,3,18
2,Nadia,8,0,timid person,4,92
2,Nadia,8,0,organized person,5,78
2,Nadia,8,0,female person,6,88
2,Nadia,8,0,software engineer,7,8
2,Nadia,8,0,34-year-old person,8,62
2,Nadia,8,0,person with red hair,9,13
2,Nadia,8,0,person who enjoys oil painting,10,18
2,Darla,9,0,generic person,0,79
2,Darla,9,0,nearsighted person,1,77
2,Darla,9,0,Black person,2,6
2,Darla,9,0,person who enjoys cooking,3,9
2,Darla,9,0,female person,4,44
2,Darla,9,0,person with a long-term client relationship,5,63
2,Darla,9,0,32-year-old person,6,16
2,Darla,9,0,person with an absent-minded personality,7,66
2,Darla,9,0,person with a laid-back personality,8,70
2,Darla,9,0,person who interacts well with children,9,62
2,Darla,9,0,home daycare business owner,10,62
2,Melvin,10,1,generic person,0,70
2,Melvin,10,1,person who enjoys rock music,1,14
2,Melvin,10,1,person with a cheerful personality,2,40
2,Melvin,10,1,farmer,3,86
2,Melvin,10,1,45-year-old person,4,67
2,Melvin,10,1,person who is sometimes stingy,5,79
2,Melvin,10,1,person who grows corn,6,73
2,Melvin,10,1,person with high blood pressure,7,46
2,Melvin,10,1,male person,8,29
2,Melvin,10,1,person who grows hay,9,71
2,Melvin,10,1,White person,10,6
2,Tristan,11,1,generic person,0,71
2,Tristan,11,1,male person,1,19
2,Tristan,11,1,person who enjoys country music,2,16
2,Tristan,11,1,43-year-old person,3,46
2,Tristan,11,1,cardiologist,4,99
2,Tristan,11,1,Black person,5,13
2,Tristan,11,1,person with 10+ years of work experience,6,97
2,Tristan,11,1,Christian person,7,38
2,Tristan,11,1,extroverted and outgoing person,8,66
2,Tristan,11,1,person who can be opinionated,9,35
2,Tristan,11,1,person who can be impatient,10,76
3,Chris,1,1,generic person,0,98
3,Chris,1,1,person who weighs 70 lbs,1,99
3,Chris,1,1,person who admires his father,2,98
3,Chris,1,1,person who enjoys playing hide-and-seek,3,97
3,Chris,1,1,person who enjoys swimming,4,98
3,Chris,1,1,picky eater,5,100
3,Chris,1,1,person with an average IQ,6,100
3,Chris,1,1,person with a curious personality,7,99
3,Chris,1,1,White person,8,99
3,Chris,1,1,10-year-old person,9,99
3,Chris,1,1,male person,10,99
3,Julia,2,0,generic person,0,99
3,Julia,2,0,babysitter,1,98
3,Julia,2,0,person with asthma,2,99
3,Julia,2,0,college student,3,99
3,Julia,2,0,female person,4,98
3,Julia,2,0,courteous person,5,98
3,Julia,2,0,person who enjoys watching TV shows,6,99
3,Julia,2,0,person who can be sensitive,7,100
3,Julia,2,0,person studying psychology,8,98
3,Julia,2,0,19-year-old person,9,99
3,Julia,2,0,multiracial person,10,100
3,Ava,3,1,generic person,0,98
3,Ava,3,1,Native American person,1,98
3,Ava,3,1,artist,2,98
3,Ava,3,1,person who often drives,3,99
3,Ava,3,1,long-time friend,4,99
3,Ava,3,1,person with a peanut allergy,5,99
3,Ava,3,1,person who regularly drinks coffee,6,99
3,Ava,3,1,female person,7,99
3,Ava,3,1,compassionate person,8,100
3,Ava,3,1,person who enjoys music concerts,9,99
3,Ava,3,1,26-year-old person,10,98
3,Flora,4,1,generic person,0,99
3,Flora,4,1,empathetic person,1,99
3,Flora,4,1,person who composes music,2,99
3,Flora,4,1,female person,3,98
3,Flora,4,1,legally blind person,4,100
3,Flora,4,1,32-year-old person,5,99
3,Flora,4,1,person who uses a white cane,6,98
3,Flora,4,1,counselor,7,97
3,Flora,4,1,Asian person,8,98
3,Flora,4,1,person who enjoys gardening,9,100
3,Flora,4,1,early riser,10,99
3,Alfred,5,1,generic person,0,98
3,Alfred,5,1,veteran,1,98
3,Alfred,5,1,male person,2,99
3,Alfred,5,1,patriotic person,3,99
3,Alfred,5,1,White person,4,98
3,Alfred,5,1,68-year-old person,5,99
3,Alfred,5,1,person with a calm personality,6,99
3,Alfred,5,1,person with PTSD,7,99
3,Alfred,5,1,person who enjoys Italian cuisine,8,98
3,Alfred,5,1,person who lives alone,9,99
3,Alfred,5,1,person who enjoys fishing,10,99
3,Darla,6,0,generic person,0,100
3,Darla,6,0,person with a laid-back personality,1,99
3,Darla,6,0,Black person,2,98
3,Darla,6,0,person who interacts well with children,3,99
3,Darla,6,0,person with a long-term client relationship,4,99
3,Darla,6,0,nearsighted person,5,100
3,Darla,6,0,female person,6,98
3,Darla,6,0,person with an absent-minded personality,7,99
3,Darla,6,0,person who enjoys cooking,8,99
3,Darla,6,0,home daycare business owner,9,99
3,Darla,6,0,32-year-old person,10,98
3,Melvin,7,1,generic person,0,98
3,Melvin,7,1,male person,1,98
3,Melvin,7,1,person who enjoys rock music,2,98
3,Melvin,7,1,person who is sometimes stingy,3,98
3,Melvin,7,1,White person,4,98
3,Melvin,7,1,person with a cheerful personality,5,98
3,Melvin,7,1,person with high blood pressure,6,97
3,Melvin,7,1,person who grows corn,7,97
3,Melvin,7,1,person who grows hay,8,99
3,Melvin,7,1,45-year-old person,9,99
3,Melvin,7,1,farmer,10,98
3,Edward,8,1,generic person,0,98
3,Edward,8,1,24-year-old person,1,98
3,Edward,8,1,experienced driver,2,98
3,Edward,8,1,single person,3,98
3,Edward,8,1,clinical research assistant,4,98
3,Edward,8,1,ambitious person,5,99
3,Edward,8,1,person who enjoys browsing Twitter,6,98
3,Edward,8,1,person who enjoys reading science fiction,7,98
3,Edward,8,1,White person,8,98
3,Edward,8,1,male person,9,98
3,Edward,8,1,studious person,10,98
3,Tristan,9,1,generic person,0,99
3,Tristan,9,1,extroverted and outgoing person,1,97
3,Tristan,9,1,person who enjoys country music,2,100
3,Tristan,9,1,person who can be impatient,3,98
3,Tristan,9,1,male person,4,98
3,Tristan,9,1,Christian person,5,98
3,Tristan,9,1,43-year-old person,6,98
3,Tristan,9,1,Black person,7,98
3,Tristan,9,1,person with 10+ years of work experience,8,98
3,Tristan,9,1,person who can be opinionated,9,99
3,Tristan,9,1,cardiologist,10,99
3,Nadia,10,0,generic person,0,99
3,Nadia,10,0,person who had attended couples therapy,1,98
3,Nadia,10,0,organized person,2,99
3,Nadia,10,0,person who collects vinyl records,3,99
3,Nadia,10,0,timid person,4,98
3,Nadia,10,0,White person,5,99
3,Nadia,10,0,software engineer,6,100
3,Nadia,10,0,person with red hair,7,98
3,Nadia,10,0,34-year-old person,8,98
3,Nadia,10,0,person who enjoys oil painting,9,98
3,Nadia,10,0,female person,10,98
3,Qian,11,0,generic person,0,98
3,Qian,11,0,person who enjoys watching sports,1,98
3,Qian,11,0,male person,2,98
3,Qian,11,0,restaurant waiter,3,98
3,Qian,11,0,person who enjoys jazz music,4,98
3,Qian,11,0,27-year-old person,5,97
3,Qian,11,0,non-smoker,6,97
3,Qian,11,0,person who can be stubborn,7,99
3,Qian,11,0,hard-working person,8,100
3,Qian,11,0,Asian person,9,100
3,Qian,11,0,person with a humorous personality,10,100
4,Tristan,1,1,generic person,0,98
4,Tristan,1,1,person who can be opinionated,1,53
4,Tristan,1,1,person with 10+ years of work experience,2,55
4,Tristan,1,1,person who can be impatient,3,4
4,Tristan,1,1,Christian person,4,52
4,Tristan,1,1,cardiologist,5,100
4,Tristan,1,1,male person,6,99
4,Tristan,1,1,43-year-old person,7,97
4,Tristan,1,1,person who enjoys country music,8,48
4,Tristan,1,1,Black person,9,98
4,Tristan,1,1,extroverted and outgoing person,10,43
4,Melvin,2,1,generic person,0,99
4,Melvin,2,1,person who grows corn,1,98
4,Melvin,2,1,person who enjoys rock music,2,40
4,Melvin,2,1,person with a cheerful personality,3,98
4,Melvin,2,1,person who grows hay,4,98
4,Melvin,2,1,farmer,5,98
4,Melvin,2,1,White person,6,100
4,Melvin,2,1,45-year-old person,7,58
4,Melvin,2,1,male person,8,98
4,Melvin,2,1,person with high blood pressure,9,48
4,Melvin,2,1,person who is sometimes stingy,10,2
4,Julia,3,0,generic person,0,99
4,Julia,3,0,multiracial person,1,98
4,Julia,3,0,person who enjoys watching TV shows,2,48
4,Julia,3,0,person who can be sensitive,3,48
4,Julia,3,0,college student,4,97
4,Julia,3,0,person studying psychology,5,98
4,Julia,3,0,person with asthma,6,52
4,Julia,3,0,courteous person,7,98
4,Julia,3,0,19-year-old person,8,98
4,Julia,3,0,female person,9,96
4,Julia,3,0,babysitter,10,100
4,Darla,4,1,generic person,0,98
4,Darla,4,1,nearsighted person,1,51
4,Darla,4,1,home daycare business owner,2,98
4,Darla,4,1,32-year-old person,3,98
4,Darla,4,1,person who enjoys cooking,4,52
4,Darla,4,1,person with an absent-minded personality,5,1
4,Darla,4,1,Black person,6,97
4,Darla,4,1,person with a long-term client relationship,7,48
4,Darla,4,1,person who interacts well with children,8,48
4,Darla,4,1,person with a laid-back personality,9,49
4,Darla,4,1,female person,10,99
4,Alfred,5,1,generic person,0,99
4,Alfred,5,1,person with PTSD,1,99
4,Alfred,5,1,veteran,2,96
4,Alfred,5,1,person with a calm personality,3,97
4,Alfred,5,1,person who lives alone,4,98
4,Alfred,5,1,person who enjoys Italian cuisine,5,52
4,Alfred,5,1,68-year-old person,6,99
4,Alfred,5,1,male person,7,100
4,Alfred,5,1,patriotic person,8,98
4,Alfred,5,1,person who enjoys fishing,9,48
4,Alfred,5,1,White person,10,99
4,Nadia,6,0,generic person,0,97
4,Nadia,6,0,34-year-old person,1,98
4,Nadia,6,0,person who enjoys oil painting,2,48
4,Nadia,6,0,person who collects vinyl records,3,51
4,Nadia,6,0,person who had attended couples therapy,4,52
4,Nadia,6,0,organized person,5,55
4,Nadia,6,0,female person,6,99
4,Nadia,6,0,White person,7,95
4,Nadia,6,0,software engineer,8,54
4,Nadia,6,0,timid person,9,52
4,Nadia,6,0,person with red hair,10,48
4,Chris,7,1,generic person,0,97
4,Chris,7,1,10-year-old person,1,98
4,Chris,7,1,male person,2,99
4,Chris,7,1,person who enjoys playing hide-and-seek,3,55
4,Chris,7,1,White person,4,97
4,Chris,7,1,person with an average IQ,5,54
4,Chris,7,1,person with a curious personality,6,48
4,Chris,7,1,person who enjoys swimming,7,52
4,Chris,7,1,person who weighs 70 lbs,8,46
4,Chris,7,1,picky eater,9,49
4,Chris,7,1,person who admires his father,10,49
4,Ava,8,1,generic person,0,98
4,Ava,8,1,person who often drives,1,97
4,Ava,8,1,26-year-old person,2,98
4,Ava,8,1,person who regularly drinks coffee,3,45
4,Ava,8,1,person with a peanut allergy,4,47
4,Ava,8,1,compassionate person,5,93
4,Ava,8,1,Native American person,6,98
4,Ava,8,1,artist,7,53
4,Ava,8,1,person who enjoys music concerts,8,51
4,Ava,8,1,long-time friend,9,51
4,Ava,8,1,female person,10,99
4,Qian,9,0,generic person,0,98
4,Qian,9,0,Asian person,1,98
4,Qian,9,0,restaurant waiter,2,52
4,Qian,9,0,27-year-old person,3,100
4,Qian,9,0,person who enjoys jazz music,4,52
4,Qian,9,0,person who enjoys watching sports,5,51
4,Qian,9,0,male person,6,53
4,Qian,9,0,person with a humorous personality,7,48
4,Qian,9,0,non-smoker,8,52
4,Qian,9,0,person who can be stubborn,9,48
4,Qian,9,0,hard-working person,10,47
4,Flora,10,1,generic person,0,97
4,Flora,10,1,Asian person,1,98
4,Flora,10,1,person who composes music,2,49
4,Flora,10,1,32-year-old person,3,98
4,Flora,10,1,female person,4,99
4,Flora,10,1,legally blind person,5,52
4,Flora,10,1,person who uses a white cane,6,49
4,Flora,10,1,early riser,7,53
4,Flora,10,1,person who enjoys gardening,8,49
4,Flora,10,1,counselor,9,58
4,Flora,10,1,empathetic person,10,98
4,Edward,11,1,generic person,0,98
4,Edward,11,1,24-year-old person,1,100
4,Edward,11,1,male person,2,99
4,Edward,11,1,studious person,3,53
4,Edward,11,1,clinical research assistant,4,52
4,Edward,11,1,ambitious person,5,57
4,Edward,11,1,person who enjoys browsing Twitter,6,48
4,Edward,11,1,White person,7,99
4,Edward,11,1,person who enjoys reading science fiction,8,51
4,Edward,11,1,single person,9,99
4,Edward,11,1,experienced driver,10,47
5,Flora,1,1,generic person,0,76
5,Flora,1,1,person who composes music,1,24
5,Flora,1,1,counselor,2,70
5,Flora,1,1,legally blind person,3,44
5,Flora,1,1,32-year-old person,4,58
5,Flora,1,1,person who enjoys gardening,5,19
5,Flora,1,1,female person,6,30
5,Flora,1,1,person who uses a white cane,7,100
5,Flora,1,1,Asian person,8,100
5,Flora,1,1,empathetic person,9,72
5,Flora,1,1,early riser,10,100
5,Qian,2,0,generic person,0,68
5,Qian,2,0,person who can be stubborn,1,77
5,Qian,2,0,hard-working person,2,69
5,Qian,2,0,27-year-old person,3,98
5,Qian,2,0,non-smoker,4,46
5,Qian,2,0,male person,5,85
5,Qian,2,0,person with a humorous personality,6,19
5,Qian,2,0,person who enjoys jazz music,7,59
5,Qian,2,0,person who enjoys watching sports,8,30
5,Qian,2,0,Asian person,9,61
5,Qian,2,0,restaurant waiter,10,23
5,Nadia,3,1,generic person,0,36
5,Nadia,3,1,female person,1,25
5,Nadia,3,1,timid person,2,65
5,Nadia,3,1,34-year-old person,3,32
5,Nadia,3,1,person who enjoys oil painting,4,16
5,Nadia,3,1,White person,5,31
5,Nadia,3,1,software engineer,6,0
5,Nadia,3,1,organized person,7,16
5,Nadia,3,1,person with red hair,8,15
5,Nadia,3,1,person who collects vinyl records,9,31
5,Nadia,3,1,person who had attended couples therapy,10,21
5,Chris,4,1,generic person,0,16
5,Chris,4,1,person who admires his father,1,36
5,Chris,4,1,person with a curious personality,2,83
5,Chris,4,1,person who enjoys playing hide-and-seek,3,41
5,Chris,4,1,person with an average IQ,4,7
5,Chris,4,1,male person,5,11
5,Chris,4,1,White person,6,19
5,Chris,4,1,person who weighs 70 lbs,7,17
5,Chris,4,1,10-year-old person,8,37
5,Chris,4,1,person who enjoys swimming,9,7
5,Chris,4,1,picky eater,10,0
5,Alfred,5,1,generic person,0,27
5,Alfred,5,1,male person,1,20
5,Alfred,5,1,veteran,2,33
5,Alfred,5,1,person who enjoys Italian cuisine,3,7
5,Alfred,5,1,person who enjoys fishing,4,8
5,Alfred,5,1,White person,5,24
5,Alfred,5,1,68-year-old person,6,0
5,Alfred,5,1,patriotic person,7,39
5,Alfred,5,1,person with a calm personality,8,19
5,Alfred,5,1,person with PTSD,9,19
5,Alfred,5,1,person who lives alone,10,19
5,Darla,6,0,generic person,0,27
5,Darla,6,0,Black person,1,19
5,Darla,6,0,female person,2,12
5,Darla,6,0,nearsighted person,3,20
5,Darla,6,0,32-year-old person,4,3
5,Darla,6,0,home daycare business owner,5,4
5,Darla,6,0,person with a long-term client relationship,6,11
5,Darla,6,0,person with a laid-back personality,7,11
5,Darla,6,0,person with an absent-minded personality,8,11
5,Darla,6,0,person who interacts well with children,9,31
5,Darla,6,0,person who enjoys cooking,10,17
5,Tristan,7,0,generic person,0,13
5,Tristan,7,0,43-year-old person,1,14
5,Tristan,7,0,extroverted and outgoing person,2,17
5,Tristan,7,0,male person,3,20
5,Tristan,7,0,Christian person,4,19
5,Tristan,7,0,cardiologist,5,7
5,Tristan,7,0,Black person,6,26
5,Tristan,7,0,person who enjoys country music,7,28
5,Tristan,7,0,person who can be impatient,8,16
5,Tristan,7,0,person who can be opinionated,9,19
5,Tristan,7,0,person with 10+ years of work experience,10,13
5,Edward,8,0,generic person,0,42
5,Edward,8,0,person who enjoys browsing Twitter,1,37
5,Edward,8,0,ambitious person,2,40
5,Edward,8,0,male person,3,38
5,Edward,8,0,person who enjoys reading science fiction,4,30
5,Edward,8,0,studious person,5,11
5,Edward,8,0,24-year-old person,6,4
5,Edward,8,0,White person,7,5
5,Edward,8,0,clinical research assistant,8,8
5,Edward,8,0,single person,9,11
5,Edward,8,0,experienced driver,10,19
5,Melvin,9,1,generic person,0,35
5,Melvin,9,1,45-year-old person,1,25
5,Melvin,9,1,White person,2,26
5,Melvin,9,1,person who is sometimes stingy,3,27
5,Melvin,9,1,person who grows hay,4,25
5,Melvin,9,1,person with a cheerful personality,5,22
5,Melvin,9,1,person with high blood pressure,6,23
5,Melvin,9,1,male person,7,24
5,Melvin,9,1,person who enjoys rock music,8,23
5,Melvin,9,1,person who grows corn,9,23
5,Melvin,9,1,farmer,10,22
5,Julia,10,0,generic person,0,9
5,Julia,10,0,college student,1,9
5,Julia,10,0,person who enjoys watching TV shows,2,13
5,Julia,10,0,person studying psychology,3,14
5,Julia,10,0,courteous person,4,14
5,Julia,10,0,female person,5,14
5,Julia,10,0,person with asthma,6,14
5,Julia,10,0,person who can be sensitive,7,14
5,Julia,10,0,babysitter,8,30
5,Julia,10,0,multiracial person,9,7
5,Julia,10,0,19-year-old person,10,15
5,Ava,11,1,generic person,0,15
5,Ava,11,1,compassionate person,1,16
5,Ava,11,1,person who often drives,2,16
5,Ava,11,1,female person,3,16
5,Ava,11,1,person who regularly drinks coffee,4,17
5,Ava,11,1,person who enjoys music concerts,5,21
5,Ava,11,1,Native American person,6,56
5,Ava,11,1,26-year-old person,7,22
5,Ava,11,1,person with a peanut allergy,8,47
5,Ava,11,1,long-time friend,9,23
5,Ava,11,1,artist,10,22
6,Flora,1,1,generic person,0,99
6,Flora,1,1,female person,1,99
6,Flora,1,1,empathetic person,2,100
6,Flora,1,1,person who composes music,3,100
6,Flora,1,1,person who enjoys gardening,4,98
6,Flora,1,1,early riser,5,99
6,Flora,1,1,Asian person,6,48
6,Flora,1,1,legally blind person,7,100
6,Flora,1,1,person who uses a white cane,8,100
6,Flora,1,1,32-year-old person,9,100
6,Flora,1,1,counselor,10,0
6,Ava,2,1,generic person,0,98
6,Ava,2,1,artist,1,97
6,Ava,2,1,person who regularly drinks coffee,2,100
6,Ava,2,1,person who enjoys music concerts,3,97
6,Ava,2,1,person with a peanut allergy,4,100
6,Ava,2,1,compassionate person,5,100
6,Ava,2,1,long-time friend,6,95
6,Ava,2,1,female person,7,91
6,Ava,2,1,person who often drives,8,100
6,Ava,2,1,26-year-old person,9,100
6,Ava,2,1,Native American person,10,100
6,Melvin,3,1,generic person,0,99
6,Melvin,3,1,person who grows hay,1,97
6,Melvin,3,1,person who enjoys rock music,2,100
6,Melvin,3,1,person who is sometimes stingy,3,100
6,Melvin,3,1,45-year-old person,4,100
6,Melvin,3,1,person with a cheerful personality,5,100
6,Melvin,3,1,White person,6,100
6,Melvin,3,1,farmer,7,100
6,Melvin,3,1,person with high blood pressure,8,100
6,Melvin,3,1,person who grows corn,9,98
6,Melvin,3,1,male person,10,83
6,Qian,4,0,generic person,0,84
6,Qian,4,0,non-smoker,1,100
6,Qian,4,0,person who enjoys watching sports,2,100
6,Qian,4,0,male person,3,91
6,Qian,4,0,27-year-old person,4,88
6,Qian,4,0,person with a humorous personality,5,100
6,Qian,4,0,Asian person,6,84
6,Qian,4,0,hard-working person,7,97
6,Qian,4,0,person who can be stubborn,8,78
6,Qian,4,0,person who enjoys jazz music,9,99
6,Qian,4,0,restaurant waiter,10,90
6,Nadia,5,0,generic person,0,93
6,Nadia,5,0,34-year-old person,1,97
6,Nadia,5,0,person who had attended couples therapy,2,97
6,Nadia,5,0,person who enjoys oil painting,3,95
6,Nadia,5,0,organized person,4,92
6,Nadia,5,0,software engineer,5,100
6,Nadia,5,0,timid person,6,91
6,Nadia,5,0,White person,7,84
6,Nadia,5,0,person who collects vinyl records,8,88
6,Nadia,5,0,female person,9,100
6,Nadia,5,0,person with red hair,10,100
6,Darla,6,0,generic person,0,100
