id,age,gender,race,ethnicity,time,feedback
31,41,Male,Multiracial,Non-Hispanic,1611.016,"What was more relevant to the situation, race or gender in my opinion shouldn't apply, while IQ and whether it was intentional or not should. "
32,27,Male,White,Non-Hispanic,1308.077,I prioritized professional roles and situational stressors over irrelevant personal traits. 
33,39,Female,White,Non-Hispanic,1104.284,if it seemed liked it would be helpful in understanding the case and what might have been a factor in the outcome
34,36,Male,Asian,Non-Hispanic,1367.713,"Every situation was realistic and accidents can happen. People can over react or make a mistake in the heat of the moment. The story that stuck out was the abused wife. She had to defend herself because she was fearful of her life. Her husband was a repeat offenders and she can escalate it if he didn't change his behavior after a prison sentence.

The male that was on the phone was irresponsible and its a good reminder to never use the phone while I'm driving. This will happen to younger personalities who tend to socialize a lot. Older individuals don't have as many social obligations as younger adults."
35,38,Female,White,Non-Hispanic,774.278,I didn't think the skin color of the person or disability or negative qualities were important.
36,68,Female,Asian,Non-Hispanic,620.131,"The factors that helped me decide my choices were the scenario details and the pattern of testing for each facts that mattered in each case.
"
37,39,Male,White,Non-Hispanic,1305.455,Well it depended on what characteristics the people had that were relevant to the situation
38,35,Male,White,Non-Hispanic,385.548,"I tried to relate how relevant the described person was to the story, and if that characteristic was important to the story."
39,39,Male,White,Non-Hispanic,469.233,The facts of the case 
40,29,Female,White,Hispanic,693.433,The context of the situations and the factors I thought most represented the situations and the person at the time.
41,32,Female,White,Non-Hispanic,1889.067,Went for person in the same field who likely to have more experience like the person in the case
42,69,Female,White,Non-Hispanic,1007.08,I just tried to decide based on which characteristics listed might have had something to do with how the person in question reacted.
43,63,Female,White,Non-Hispanic,573.573,
44,50,Female,White,Non-Hispanic,1394.853,how the bad events happened
45,19,Female,White,Hispanic,766.18,What details were key to the story
46,45,Male,White,Non-Hispanic,1344.66,I based my answers on each case independently; because each store had different varying factors.
47,37,Female,Black/African American,Non-Hispanic,1631.236,Considering which biases each juror may bring to a case based off what they imagined.
48,58,Female,White,Non-Hispanic,1310.663,"i tried to put myself in the defendant's shoes and consider things that make a significant difference about who they are.  like it would not matter, in a situation where a blind person tripped over someone,  if a person was shy or not but it would matter if they used a cane because they were blind,   "
49,42,Male,White,Non-Hispanic,966.105,"I chose factors that were relevant to the specific incident like how reasonable a driver or babysitter is, etc."
50,41,Male,White,Non-Hispanic,1049.376,"Relevance to the incident. Examples like the medical misdiagnosis, obviously the person being a doctor was paramount as that carries responsibilities. Same concept with the babysitter/tub example, being the caregiver in the situation was relevant. Then obviously race and irrelevant hobbies/personality traits were non factors but still explicitly listed identifiers so I always put those in the middle.  "
51,47,Female,White,Non-Hispanic,1052.943,"Different factors depending on each explanation of the facts.  No comments or questions, thank you."
52,29,Male,,Hispanic,571.064,"As long as there was no bias and they were Reasonable"""""
