id,story,story_order,attention,feature,feature_order,response
3,Darla,2,0,being Black,8,1
3,Darla,2,0,enjoying cooking,9,7
3,Darla,2,0,being 32 years old,10,1
3,Darla,2,0,living in a tornado-affected area,11,4
3,Darla,2,0,playing games with the children,12,7
3,Darla,2,0,playing loud upbeat music with the children,13,7
3,Darla,2,0,focusing on the children,14,7
3,Darla,2,0,not hearing the tornado sirens,15,5
3,Chris,3,1,weighing 70 lbs,1,4
3,Chris,3,1,being a picky eater,2,6
3,Chris,3,1,being male,3,1
3,Chris,3,1,enjoying swimming,4,6
3,Chris,3,1,having a curious personality,5,6
3,Chris,3,1,being 10 years old,6,1
3,Chris,3,1,having an average IQ,7,1
3,Chris,3,1,admiring his father,8,7
3,Chris,3,1,being White,9,1
3,Chris,3,1,enjoying playing hide-and-seek,10,6
3,Chris,3,1,inviting friends over to play,11,6
3,Chris,3,1,hiding in the hall closet,12,6
3,Chris,3,1,finding the key in his father's jacket pocket,13,5
3,Chris,3,1,opening the gun cabinet with the key,14,7
3,Chris,3,1,picking up a pistol to play with,15,7
3,Melvin,4,1,being a farmer,1,7
3,Melvin,4,1,being White,2,1
3,Melvin,4,1,enjoying listening to rock music,3,7
3,Melvin,4,1,having a cheerful personality,4,7
3,Melvin,4,1,having high blood pressure,5,5
3,Melvin,4,1,being stingy sometimes,6,7
3,Melvin,4,1,being male,7,1
3,Melvin,4,1,growing hay,8,7
3,Melvin,4,1,being 45 years old,9,1
3,Melvin,4,1,growing corn,10,7
3,Melvin,4,1,building his barn near the border with Vincent's property,11,6
3,Melvin,4,1,being concerned with hayfires,12,7
3,Melvin,4,1,considering buying hay-drying equipment,13,7
3,Melvin,4,1,meeting with consultants,14,7
3,Melvin,4,1,deciding not to buy hay-drying equipment,15,7
3,Julia,5,0,being female,1,1
3,Julia,5,0,being multiracial,2,1
3,Julia,5,0,being a courteous person,3,7
3,Julia,5,0,being 19 years old,4,1
3,Julia,5,0,having asthma,5,1
3,Julia,5,0,studying psychology,6,7
3,Julia,5,0,being sensitive sometimes,7,6
3,Julia,5,0,enjoying watching TV shows,8,7
3,Julia,5,0,being a college student,9,7
3,Julia,5,0,babysitting on the weekends,10,7
3,Julia,5,0,reading children's books with Benji,11,7
3,Julia,5,0,picking up her partner's call while filling the bathtub,12,7
3,Julia,5,0,feeling hurt after learning about the cheating,13,7
3,Julia,5,0,leaving the bathroom to talk to her partner,14,7
3,Julia,5,0,sitting for a few minutes after hanging up,15,7
3,Edward,6,1,being a clinical research assistant,1,7
3,Edward,6,1,being a studious person,2,7
3,Edward,6,1,being an ambitious person,3,7
3,Edward,6,1,being single,4,5
3,Edward,6,1,enjoying browsing Twitter,5,7
3,Edward,6,1,being male,6,1
3,Edward,6,1,being 24 years old,7,1
3,Edward,6,1,being White,8,1
3,Edward,6,1,being an experienced driver,9,6
3,Edward,6,1,enjoying reading science fiction,10,7
3,Edward,6,1,not muting phone notifications while driving,11,7
3,Edward,6,1,not speeding,12,7
3,Edward,6,1,checking that there were no other cars nearby,13,7
3,Edward,6,1,taking a peek at the text,14,7
3,Edward,6,1,veering into the cyclist while reading the text,15,6
3,Ava,7,1,being female,1,1
3,Ava,7,1,often driving Peter to appointments and errands,2,7
3,Ava,7,1,having a peanut allergy,3,1
3,Ava,7,1,being a compassionate person,4,7
3,Ava,7,1,being an artist,5,7
3,Ava,7,1,regularly drinking coffee,6,7
3,Ava,7,1,being 26 years old,7,1
3,Ava,7,1,being Native American,8,1
3,Ava,7,1,enjoying going to music concerts,9,7
3,Ava,7,1,being friends with Peter for many years,10,7
3,Ava,7,1,doing her annual car maintenance,11,7
3,Ava,7,1,driving under the speed limit,12,7
3,Ava,7,1,listening to the radio while driving,13,7
3,Ava,7,1,being startled by the deer,14,5
3,Ava,7,1,slamming the brakes after seeing the deer,15,5
3,Flora,8,1,using a white cane to guide herself,1,3
3,Flora,8,1,being female,2,1
3,Flora,8,1,being an early riser,3,7
3,Flora,8,1,being Asian,4,1
3,Flora,8,1,being an empathetic person,5,7
3,Flora,8,1,being 32 years old,6,1
3,Flora,8,1,being a counselor,7,7
3,Flora,8,1,composing music in her free time,8,7
3,Flora,8,1,being legally blind,9,1
3,Flora,8,1,enjoying gardening,10,7
3,Flora,8,1,going to a neighbor's house for dinner,11,7
3,Flora,8,1,using her white cane while walking home,12,5
3,Flora,8,1,not calling for help,13,5
3,Flora,8,1,her white cane slipping between Paul's legs,14,5
3,Flora,8,1,stepping on Paul's torso,15,5
3,Alfred,9,1,living alone,1,5
3,Alfred,9,1,being 68 years old,2,1
3,Alfred,9,1,being patriotic,3,7
3,Alfred,9,1,having a calm personality,4,7
3,Alfred,9,1,being male,5,1
3,Alfred,9,1,being a veteran,6,7
3,Alfred,9,1,enjoying Italian cuisine,7,7
3,Alfred,9,1,having PTSD,8,4
3,Alfred,9,1,being White,9,1
3,Alfred,9,1,enjoying fishing,10,7
3,Alfred,9,1,taking the subway home,11,7
3,Alfred,9,1,being quiet on the subway,12,7
3,Alfred,9,1,getting off at the same stop as Oliver,13,5
3,Alfred,9,1,hearing loud drilling and yelling from the construction above,14,1
3,Alfred,9,1,physically attacking Oliver,15,5
3,Tristan,10,1,being impatient sometimes,1,5
3,Tristan,10,1,enjoying listening to country music,2,7
3,Tristan,10,1,having worked for over ten years at the same hospital,3,7
3,Tristan,10,1,being opinionated sometimes,4,7
3,Tristan,10,1,being a cardiologist,5,7
3,Tristan,10,1,being 43 years old,6,1
3,Tristan,10,1,being Black,7,1
3,Tristan,10,1,being Christian,8,4
3,Tristan,10,1,being male,9,1
3,Tristan,10,1,being extroverted and outgoing,10,7
3,Tristan,10,1,reviewing Annie's medical history and symptoms,11,7
3,Tristan,10,1,checking Annie's vitals,12,7
3,Tristan,10,1,ordering Annie an electrocardiogram (ECG/EKG),13,7
3,Tristan,10,1,not ordering any other heart tests,14,7
3,Tristan,10,1,not ordering a mammogram,15,7
3,Nadia,11,0,being an organized person,1,7
3,Nadia,11,0,being female,2,1
3,Nadia,11,0,being a software engineer,3,7
3,Nadia,11,0,enjoying oil painting,4,7
3,Nadia,11,0,collecting vinyl records,5,7
3,Nadia,11,0,being a timid person,6,5
3,Nadia,11,0,attending couples therapy years ago,7,7
3,Nadia,11,0,being 34 years old,8,1
3,Nadia,11,0,having red hair,9,1
3,Nadia,11,0,being White,10,1
3,Nadia,11,0,going to the emergency room for bruises,11,7
3,Nadia,11,0,not seeking help after the emergency room incident,12,7
3,Nadia,11,0,being scared when Franklin screamed,13,5
3,Nadia,11,0,grabbing the revolver,14,7
3,Nadia,11,0,shooting Franklin with the revolver,15,7
4,Julia,1,0,being multiracial,1,1
4,Julia,1,0,having asthma,2,1
4,Julia,1,0,babysitting on the weekends,3,7
4,Julia,1,0,being sensitive sometimes,4,4
4,Julia,1,0,being a courteous person,5,7
4,Julia,1,0,being 19 years old,6,1
4,Julia,1,0,being a college student,7,4
4,Julia,1,0,studying psychology,8,7
4,Julia,1,0,being female,9,1
4,Julia,1,0,enjoying watching TV shows,10,7
4,Julia,1,0,reading children's books with Benji,11,7
4,Julia,1,0,picking up her partner's call while filling the bathtub,12,7
4,Julia,1,0,feeling hurt after learning about the cheating,13,7
4,Julia,1,0,leaving the bathroom to talk to her partner,14,7
4,Julia,1,0,sitting for a few minutes after hanging up,15,7
4,Ava,2,1,enjoying going to music concerts,1,7
4,Ava,2,1,being female,2,1
4,Ava,2,1,having a peanut allergy,3,1
4,Ava,2,1,being 26 years old,4,1
4,Ava,2,1,being friends with Peter for many years,5,4
4,Ava,2,1,being Native American,6,1
4,Ava,2,1,often driving Peter to appointments and errands,7,6
4,Ava,2,1,being a compassionate person,8,4
4,Ava,2,1,regularly drinking coffee,9,7
4,Ava,2,1,being an artist,10,6
4,Ava,2,1,doing her annual car maintenance,11,7
4,Ava,2,1,driving under the speed limit,12,7
4,Ava,2,1,listening to the radio while driving,13,7
4,Ava,2,1,being startled by the deer,14,2
4,Ava,2,1,slamming the brakes after seeing the deer,15,3
4,Alfred,3,1,being 68 years old,1,1
4,Alfred,3,1,enjoying fishing,2,5
4,Alfred,3,1,having PTSD,3,1
4,Alfred,3,1,being White,4,1
4,Alfred,3,1,being patriotic,5,7
4,Alfred,3,1,living alone,6,6
4,Alfred,3,1,having a calm personality,7,2
4,Alfred,3,1,being male,8,1
4,Alfred,3,1,being a veteran,9,7
4,Alfred,3,1,enjoying Italian cuisine,10,4
4,Alfred,3,1,taking the subway home,11,5
4,Alfred,3,1,being quiet on the subway,12,7
4,Alfred,3,1,getting off at the same stop as Oliver,13,4
4,Alfred,3,1,hearing loud drilling and yelling from the construction above,14,1
4,Alfred,3,1,physically attacking Oliver,15,2
4,Nadia,4,0,being a timid person,1,1
4,Nadia,4,0,having red hair,2,1
4,Nadia,4,0,being female,3,1
4,Nadia,4,0,enjoying oil painting,4,4
4,Nadia,4,0,being an organized person,5,4
4,Nadia,4,0,being 34 years old,6,1
4,Nadia,4,0,being White,7,1
4,Nadia,4,0,attending couples therapy years ago,8,7
4,Nadia,4,0,being a software engineer,9,6
4,Nadia,4,0,collecting vinyl records,10,4
4,Nadia,4,0,going to the emergency room for bruises,11,1
4,Nadia,4,0,not seeking help after the emergency room incident,12,6
4,Nadia,4,0,being scared when Franklin screamed,13,1
4,Nadia,4,0,grabbing the revolver,14,1
4,Nadia,4,0,shooting Franklin with the revolver,15,4
4,Tristan,5,1,enjoying listening to country music,1,7
4,Tristan,5,1,being impatient sometimes,2,6
4,Tristan,5,1,being a cardiologist,3,7
4,Tristan,5,1,being opinionated sometimes,4,7
4,Tristan,5,1,being Christian,5,7
4,Tristan,5,1,being 43 years old,6,1
4,Tristan,5,1,having worked for over ten years at the same hospital,7,6
4,Tristan,5,1,being extroverted and outgoing,8,2
4,Tristan,5,1,being male,9,1
4,Tristan,5,1,being Black,10,1
4,Tristan,5,1,reviewing Annie's medical history and symptoms,11,7
4,Tristan,5,1,checking Annie's vitals,12,7
4,Tristan,5,1,ordering Annie an electrocardiogram (ECG/EKG),13,7
4,Tristan,5,1,not ordering any other heart tests,14,7
4,Tristan,5,1,not ordering a mammogram,15,7
4,Flora,6,1,being a counselor,1,6
4,Flora,6,1,being female,2,1
4,Flora,6,1,being Asian,3,1
4,Flora,6,1,composing music in her free time,4,6
4,Flora,6,1,enjoying gardening,5,5
4,Flora,6,1,being an early riser,6,2
4,Flora,6,1,being legally blind,7,1
4,Flora,6,1,being 32 years old,8,1
4,Flora,6,1,being an empathetic person,9,1
4,Flora,6,1,using a white cane to guide herself,10,1
4,Flora,6,1,going to a neighbor's house for dinner,11,6
4,Flora,6,1,using her white cane while walking home,12,1
4,Flora,6,1,not calling for help,13,5
4,Flora,6,1,her white cane slipping between Paul's legs,14,1
4,Flora,6,1,stepping on Paul's torso,15,1
4,Chris,7,1,being 10 years old,1,1
4,Chris,7,1,enjoying playing hide-and-seek,2,5
4,Chris,7,1,having an average IQ,3,1
4,Chris,7,1,admiring his father,4,1
4,Chris,7,1,having a curious personality,5,1
4,Chris,7,1,weighing 70 lbs,6,3
4,Chris,7,1,enjoying swimming,7,4
4,Chris,7,1,being a picky eater,8,4
4,Chris,7,1,being White,9,1
4,Chris,7,1,being male,10,1
4,Chris,7,1,inviting friends over to play,11,6
4,Chris,7,1,hiding in the hall closet,12,4
4,Chris,7,1,finding the key in his father's jacket pocket,13,5
4,Chris,7,1,opening the gun cabinet with the key,14,7
4,Chris,7,1,picking up a pistol to play with,15,7
4,Qian,8,0,being male,1,1
4,Qian,8,0,being stubborn sometimes,2,4
4,Qian,8,0,enjoying jazz music,3,4
