id,story,story_order,attention,feature,feature_order,response
1,Tristan,11,1,been opinionated sometimes,7,0
1,Tristan,11,1,been male,8,0
1,Tristan,11,1,been a cardiologist,9,0
1,Tristan,11,1,worked for over ten years at the same hospital,10,1
1,Tristan,11,1,reviewed Annie's medical history and symptoms,11,0
1,Tristan,11,1,checked Annie's vitals,12,0
1,Tristan,11,1,ordered Annie an electrocardiogram (ECG/EKG),13,0
1,Tristan,11,1,not ordered any other heart tests,14,0
1,Tristan,11,1,not ordered a mammogram,15,0
2,Melvin,1,1,been a farmer,1,0
2,Melvin,1,1,been 45 years old,2,0
2,Melvin,1,1,been White,3,0
2,Melvin,1,1,been male,4,0
2,Melvin,1,1,been stingy sometimes,5,0
2,Melvin,1,1,had a cheerful personality,6,0
2,Melvin,1,1,had high blood pressure,7,0
2,Melvin,1,1,grown corn,8,0
2,Melvin,1,1,grown hay,9,0
2,Melvin,1,1,enjoyed listening to rock music,10,0
2,Melvin,1,1,built their barn near the border with Vincent's property,11,0
2,Melvin,1,1,been concerned with hayfires,12,0
2,Melvin,1,1,considered buying hay-drying equipment,13,0
2,Melvin,1,1,met with consultants,14,0
2,Melvin,1,1,decided not to buy hay-drying equipment,15,1
2,Tristan,2,1,been 43 years old,1,0
2,Tristan,2,1,been Christian,2,1
2,Tristan,2,1,been Black,3,0
2,Tristan,2,1,been opinionated sometimes,4,0
2,Tristan,2,1,been impatient sometimes,5,0
2,Tristan,2,1,been a cardiologist,6,0
2,Tristan,2,1,enjoyed listening to country music,7,0
2,Tristan,2,1,been male,8,0
2,Tristan,2,1,been extroverted and outgoing,9,0
2,Tristan,2,1,worked for over ten years at the same hospital,10,0
2,Tristan,2,1,reviewed Annie's medical history and symptoms,11,0
2,Tristan,2,1,checked Annie's vitals,12,0
2,Tristan,2,1,ordered Annie an electrocardiogram (ECG/EKG),13,0
2,Tristan,2,1,not ordered any other heart tests,14,1
2,Tristan,2,1,not ordered a mammogram,15,1
2,Edward,3,1,enjoyed reading science fiction,1,0
2,Edward,3,1,been a studious person,2,0
2,Edward,3,1,been an experienced driver,3,0
2,Edward,3,1,been White,4,0
2,Edward,3,1,been 24 years old,5,0
2,Edward,3,1,been a clinical research assistant,6,0
2,Edward,3,1,been male,7,0
2,Edward,3,1,been an ambitious person,8,0
2,Edward,3,1,been single,9,0
2,Edward,3,1,enjoyed browsing Twitter,10,0
2,Edward,3,1,not muted phone notifications while driving,11,0
2,Edward,3,1,not sped,12,0
2,Edward,3,1,checked that there were no other cars nearby,13,0
2,Edward,3,1,taken a peek at the text ,14,1
2,Edward,3,1,veered into the cyclist while reading the text,15,1
2,Nadia,4,0,collected vinyl records,1,0
2,Nadia,4,0,been a software engineer,2,0
2,Nadia,4,0,been a timid person,3,0
2,Nadia,4,0,attended couples therapy years ago,4,0
2,Nadia,4,0,enjoyed oil painting,5,0
2,Nadia,4,0,been White,6,0
2,Nadia,4,0,been female,7,0
2,Nadia,4,0,been an organized person,8,0
2,Nadia,4,0,had red hair,9,0
2,Nadia,4,0,been 34 years old,10,0
2,Nadia,4,0,gone to the emergency room for bruises,11,0
2,Nadia,4,0,not sought help after the emergency room incident,12,1
2,Nadia,4,0,been scared when Franklin screamed,13,0
2,Nadia,4,0,grabbed the revolver,14,0
2,Nadia,4,0,shot Franklin with the revolver,15,0
2,Alfred,5,0,had PTSD,1,0
2,Alfred,5,0,been patriotic,2,0
2,Alfred,5,0,been a veteran,3,0
2,Alfred,5,0,had a calm personality,4,0
2,Alfred,5,0,been White,5,0
2,Alfred,5,0,enjoyed fishing,6,0
2,Alfred,5,0,been male,7,0
2,Alfred,5,0,been 68 years old,8,0
2,Alfred,5,0,lived alone,9,0
2,Alfred,5,0,enjoyed Italian cuisine,10,0
2,Alfred,5,0,taken the subway home,11,0
2,Alfred,5,0,been quiet on the subway,12,0
2,Alfred,5,0,gotten off at the same stop as Oliver,13,0
2,Alfred,5,0,heard loud drilling and yelling from the construction above,14,0
2,Alfred,5,0,physically attacked Oliver,15,1
2,Flora,6,1,been an empathetic person,1,0
2,Flora,6,1,been a counselor,2,0
2,Flora,6,1,used a white cane to guide themselves,3,0
2,Flora,6,1,been legally blind,4,0
2,Flora,6,1,composed music in their free time,5,0
2,Flora,6,1,been female,6,0
2,Flora,6,1,been 32 years old,7,0
2,Flora,6,1,enjoyed gardening,8,0
2,Flora,6,1,been an early riser,9,0
2,Flora,6,1,been Asian,10,0
2,Flora,6,1,gone to a neighbor's house for dinner,11,0
2,Flora,6,1,used their white cane while walking home,12,0
2,Flora,6,1,not called for help,13,0
2,Flora,6,1,had their white cane slip between Paul's legs,14,0
2,Flora,6,1,stepped on Paul's torso,15,0
2,Qian,7,0,been hard-working,1,0
2,Qian,7,0,had a humorous personality,2,0
2,Qian,7,0,been Asian,3,0
2,Qian,7,0,enjoyed jazz music,4,0
2,Qian,7,0,been a restaurant waiter,5,0
2,Qian,7,0,not smoked,6,0
2,Qian,7,0,enjoyed watching sports,7,0
2,Qian,7,0,been stubborn sometimes,8,0
2,Qian,7,0,been male,9,0
2,Qian,7,0,been 27 years old,10,0
2,Qian,7,0,hung out at the local bar with cousins,11,0
2,Qian,7,0,had several drinks over the course of two hours,12,0
2,Qian,7,0,been angered by Wilson's comments,13,0
2,Qian,7,0,not talked back to Wilson,14,0
2,Qian,7,0,pushed Wilson to the ground,15,0
2,Chris,8,1,had an average IQ,1,0
2,Chris,8,1,enjoyed playing hide-and-seek,2,0
2,Chris,8,1,had a curious personality,3,0
2,Chris,8,1,enjoyed swimming,4,0
2,Chris,8,1,been male,5,0
2,Chris,8,1,been 10 years old,6,0
2,Chris,8,1,weighed 70 lbs,7,0
2,Chris,8,1,admired his father,8,0
2,Chris,8,1,been a picky eater,9,0
2,Chris,8,1,been White,10,0
2,Chris,8,1,invited friends over to play,11,0
2,Chris,8,1,hid in the hall closet,12,0
2,Chris,8,1,found the key in their father's jacket pocket,13,0
2,Chris,8,1,opened the gun cabinet with the key,14,1
2,Chris,8,1,picked up a pistol to play with,15,1
2,Julia,9,0,babysat on the weekends,1,0
2,Julia,9,0,been 19 years old,2,0
2,Julia,9,0,been female,3,0
2,Julia,9,0,been multiracial,4,0
2,Julia,9,0,been a courteous person,5,0
2,Julia,9,0,been sensitive sometimes,6,0
2,Julia,9,0,enjoyed watching TV shows,7,0
2,Julia,9,0,studied psychology,8,0
2,Julia,9,0,had asthma,9,0
2,Julia,9,0,been a college student,10,0
2,Julia,9,0,read children's books with Benji,11,0
2,Julia,9,0,picked up their partner's call while filling the bathtub,12,0
2,Julia,9,0,felt hurt after learning about the cheating,13,0
2,Julia,9,0,left the bathroom to talk to their partner,14,1
2,Julia,9,0,sat for a few minutes after hanging up,15,1
2,Darla,10,0,been Black,1,0
2,Darla,10,0,ran a home daycare business,2,0
2,Darla,10,0,been nearsighted,3,0
2,Darla,10,0,worked with Pamela for many years,4,0
2,Darla,10,0,been 32 years old,5,0
2,Darla,10,0,enjoyed cooking,6,0
2,Darla,10,0,had an absent-minded personality,7,1
2,Darla,10,0,been female,8,0
2,Darla,10,0,communicated and interacted well with children,9,0
2,Darla,10,0,had a laid-back personality,10,0
2,Darla,10,0,lived in a tornado-affected area,11,0
2,Darla,10,0,played games with the children,12,0
2,Darla,10,0,played loud upbeat music with the children,13,0
2,Darla,10,0,focused on the children,14,0
2,Darla,10,0,not heard the tornado sirens,15,1
2,Ava,11,1,been Native American,1,0
2,Ava,11,1,regularly drank coffee,2,0
2,Ava,11,1,been 26 years old,3,0
2,Ava,11,1,had a peanut allergy,4,0
2,Ava,11,1,been an artist,5,0
2,Ava,11,1,enjoyed going to music concerts,6,0
2,Ava,11,1,been female,7,0
2,Ava,11,1,been a compassionate person,8,0
2,Ava,11,1,been friends with Peter for many years,9,0
2,Ava,11,1,often driven Peter to appointments and errands,10,0
2,Ava,11,1,done their annual car maintenance,11,0
2,Ava,11,1,driven under the speed limit,12,0
2,Ava,11,1,listened to the radio while driving,13,0
2,Ava,11,1,been startled by the deer,14,0
2,Ava,11,1,slammed the brakes after seeing the deer,15,0
3,Nadia,1,0,been a software engineer,1,0
3,Nadia,1,0,been 34 years old,2,0
3,Nadia,1,0,been female,3,0
3,Nadia,1,0,been an organized person,4,0
3,Nadia,1,0,been White,5,0
3,Nadia,1,0,been a timid person,6,0
3,Nadia,1,0,attended couples therapy years ago,7,0
3,Nadia,1,0,enjoyed oil painting,8,0
3,Nadia,1,0,collected vinyl records,9,0
3,Nadia,1,0,had red hair,10,0
3,Nadia,1,0,gone to the emergency room for bruises,11,0
3,Nadia,1,0,not sought help after the emergency room incident,12,0
3,Nadia,1,0,been scared when Franklin screamed,13,0
3,Nadia,1,0,grabbed the revolver,14,0
3,Nadia,1,0,shot Franklin with the revolver,15,0
3,Ava,2,1,been female,1,0
3,Ava,2,1,often driven Peter to appointments and errands,2,0
3,Ava,2,1,been Native American,3,0
3,Ava,2,1,been a compassionate person,4,0
3,Ava,2,1,enjoyed going to music concerts,5,0
3,Ava,2,1,been friends with Peter for many years,6,0
3,Ava,2,1,had a peanut allergy,7,0
3,Ava,2,1,been an artist,8,0
3,Ava,2,1,regularly drank coffee,9,0
3,Ava,2,1,been 26 years old,10,0
3,Ava,2,1,done their annual car maintenance,11,0
3,Ava,2,1,driven under the speed limit,12,0
3,Ava,2,1,listened to the radio while driving,13,0
3,Ava,2,1,been startled by the deer,14,0
3,Ava,2,1,slammed the brakes after seeing the deer,15,0
3,Darla,3,0,been 32 years old,1,0
3,Darla,3,0,had a laid-back personality,2,0
3,Darla,3,0,had an absent-minded personality,3,0
3,Darla,3,0,been female,4,0
3,Darla,3,0,enjoyed cooking,5,0
3,Darla,3,0,been Black,6,0
3,Darla,3,0,ran a home daycare business,7,0
3,Darla,3,0,been nearsighted,8,0
3,Darla,3,0,communicated and interacted well with children,9,0
3,Darla,3,0,worked with Pamela for many years,10,0
3,Darla,3,0,lived in a tornado-affected area,11,1
3,Darla,3,0,played games with the children,12,0
3,Darla,3,0,played loud upbeat music with the children,13,0
3,Darla,3,0,focused on the children,14,0
3,Darla,3,0,not heard the tornado sirens,15,1
3,Flora,4,1,been an empathetic person,1,0
3,Flora,4,1,used a white cane to guide themselves,2,0
3,Flora,4,1,been 32 years old,3,0
3,Flora,4,1,been a counselor,4,0
3,Flora,4,1,composed music in their free time,5,0
3,Flora,4,1,been Asian,6,0
3,Flora,4,1,been legally blind,7,0
3,Flora,4,1,been female,8,0
3,Flora,4,1,enjoyed gardening,9,0
3,Flora,4,1,been an early riser,10,0
3,Flora,4,1,gone to a neighbor's house for dinner,11,0
3,Flora,4,1,used their white cane while walking home,12,0
3,Flora,4,1,not called for help,13,0
3,Flora,4,1,had their white cane slip between Paul's legs,14,0
3,Flora,4,1,stepped on Paul's torso,15,0
3,Qian,5,0,had a humorous personality,1,0
3,Qian,5,0,enjoyed jazz music,2,0
3,Qian,5,0,been Asian,3,0
3,Qian,5,0,not smoked,4,0
3,Qian,5,0,been male,5,0
3,Qian,5,0,been a restaurant waiter,6,0
3,Qian,5,0,been stubborn sometimes,7,0
3,Qian,5,0,enjoyed watching sports,8,0
3,Qian,5,0,been hard-working,9,0
3,Qian,5,0,been 27 years old,10,0
3,Qian,5,0,hung out at the local bar with cousins,11,0
3,Qian,5,0,had several drinks over the course of two hours,12,0
3,Qian,5,0,been angered by Wilson's comments,13,0
3,Qian,5,0,not talked back to Wilson,14,0
3,Qian,5,0,pushed Wilson to the ground,15,0
3,Edward,6,1,enjoyed browsing Twitter,1,0
3,Edward,6,1,been an experienced driver,2,0
3,Edward,6,1,been a studious person,3,0
3,Edward,6,1,been an ambitious person,4,0
3,Edward,6,1,been male,5,0
3,Edward,6,1,been White,6,0
3,Edward,6,1,enjoyed reading science fiction,7,0
3,Edward,6,1,been single,8,0
3,Edward,6,1,been a clinical research assistant,9,0
3,Edward,6,1,been 24 years old,10,0
3,Edward,6,1,not muted phone notifications while driving,11,0
3,Edward,6,1,not sped,12,0
3,Edward,6,1,checked that there were no other cars nearby,13,0
3,Edward,6,1,taken a peek at the text ,14,1
3,Edward,6,1,veered into the cyclist while reading the text,15,1
3,Melvin,7,1,had a cheerful personality,1,0
3,Melvin,7,1,grown corn,2,0
3,Melvin,7,1,had high blood pressure,3,0
3,Melvin,7,1,been a farmer,4,0
3,Melvin,7,1,been stingy sometimes,5,0
3,Melvin,7,1,been male,6,0
3,Melvin,7,1,grown hay,7,0
3,Melvin,7,1,been 45 years old,8,0
3,Melvin,7,1,been White,9,0
3,Melvin,7,1,enjoyed listening to rock music,10,0
3,Melvin,7,1,built their barn near the border with Vincent's property,11,0
3,Melvin,7,1,been concerned with hayfires,12,0
3,Melvin,7,1,considered buying hay-drying equipment,13,0
3,Melvin,7,1,met with consultants,14,0
3,Melvin,7,1,decided not to buy hay-drying equipment,15,0
3,Alfred,8,1,been patriotic,1,0
3,Alfred,8,1,been White,2,0
3,Alfred,8,1,been a veteran,3,0
3,Alfred,8,1,had PTSD,4,0
3,Alfred,8,1,enjoyed fishing,5,0
3,Alfred,8,1,been male,6,0
3,Alfred,8,1,enjoyed Italian cuisine,7,0
3,Alfred,8,1,had a calm personality,8,0
3,Alfred,8,1,been 68 years old,9,0
3,Alfred,8,1,lived alone,10,0
3,Alfred,8,1,taken the subway home,11,0
3,Alfred,8,1,been quiet on the subway,12,0
3,Alfred,8,1,gotten off at the same stop as Oliver,13,0
3,Alfred,8,1,heard loud drilling and yelling from the construction above,14,0
3,Alfred,8,1,physically attacked Oliver,15,1
3,Tristan,9,1,been opinionated sometimes,1,0
3,Tristan,9,1,been extroverted and outgoing,2,0
3,Tristan,9,1,been Christian,3,0
3,Tristan,9,1,been 43 years old,4,0
3,Tristan,9,1,been Black,5,0
3,Tristan,9,1,been impatient sometimes,6,0
3,Tristan,9,1,worked for over ten years at the same hospital,7,0
3,Tristan,9,1,been a cardiologist,8,0
3,Tristan,9,1,enjoyed listening to country music,9,0
3,Tristan,9,1,been male,10,0
3,Tristan,9,1,reviewed Annie's medical history and symptoms,11,0
3,Tristan,9,1,checked Annie's vitals,12,0
3,Tristan,9,1,ordered Annie an electrocardiogram (ECG/EKG),13,0
3,Tristan,9,1,not ordered any other heart tests,14,1
3,Tristan,9,1,not ordered a mammogram,15,1
3,Chris,10,1,had a curious personality,1,0
3,Chris,10,1,had an average IQ,2,0
3,Chris,10,1,enjoyed playing hide-and-seek,3,0
3,Chris,10,1,been a picky eater,4,0
3,Chris,10,1,weighed 70 lbs,5,0
3,Chris,10,1,been male,6,0
3,Chris,10,1,been White,7,0
3,Chris,10,1,enjoyed swimming,8,0
3,Chris,10,1,admired his father,9,0
3,Chris,10,1,been 10 years old,10,0
3,Chris,10,1,invited friends over to play,11,0
3,Chris,10,1,hid in the hall closet,12,0
3,Chris,10,1,found the key in their father's jacket pocket,13,0
3,Chris,10,1,opened the gun cabinet with the key,14,1
3,Chris,10,1,picked up a pistol to play with,15,1
3,Julia,11,0,studied psychology,1,0
3,Julia,11,0,been a courteous person,2,0
3,Julia,11,0,been female,3,0
3,Julia,11,0,been multiracial,4,0
3,Julia,11,0,been 19 years old,5,0
3,Julia,11,0,been sensitive sometimes,6,0
3,Julia,11,0,babysat on the weekends,7,0
3,Julia,11,0,been a college student,8,0
3,Julia,11,0,had asthma,9,0
3,Julia,11,0,enjoyed watching TV shows,10,0
3,Julia,11,0,read children's books with Benji,11,0
3,Julia,11,0,picked up their partner's call while filling the bathtub,12,0
3,Julia,11,0,felt hurt after learning about the cheating,13,0
3,Julia,11,0,left the bathroom to talk to their partner,14,0
3,Julia,11,0,sat for a few minutes after hanging up,15,0
4,Ava,1,1,enjoyed going to music concerts,1,0
4,Ava,1,1,regularly drank coffee,2,0
4,Ava,1,1,had a peanut allergy,3,0
4,Ava,1,1,been 26 years old,4,0
4,Ava,1,1,been Native American,5,0
4,Ava,1,1,been a compassionate person,6,0
4,Ava,1,1,been female,7,0
4,Ava,1,1,been friends with Peter for many years,8,0
4,Ava,1,1,been an artist,9,0
4,Ava,1,1,often driven Peter to appointments and errands,10,0
4,Ava,1,1,done their annual car maintenance,11,0
4,Ava,1,1,driven under the speed limit,12,0
4,Ava,1,1,listened to the radio while driving,13,0
4,Ava,1,1,been startled by the deer,14,0
4,Ava,1,1,slammed the brakes after seeing the deer,15,0
4,Qian,2,0,had a humorous personality,1,0
4,Qian,2,0,enjoyed jazz music,2,0
4,Qian,2,0,been a restaurant waiter,3,0
4,Qian,2,0,been stubborn sometimes,4,0
4,Qian,2,0,been male,5,0
4,Qian,2,0,been 27 years old,6,0
4,Qian,2,0,been Asian,7,0
4,Qian,2,0,not smoked,8,0
4,Qian,2,0,been hard-working,9,0
4,Qian,2,0,enjoyed watching sports,10,0
4,Qian,2,0,hung out at the local bar with cousins,11,0
4,Qian,2,0,had several drinks over the course of two hours,12,0
4,Qian,2,0,been angered by Wilson's comments,13,0
4,Qian,2,0,not talked back to Wilson,14,0
4,Qian,2,0,pushed Wilson to the ground,15,1
4,Nadia,3,0,enjoyed oil painting,1,0
4,Nadia,3,0,been female,2,0
4,Nadia,3,0,been White,3,0
4,Nadia,3,0,collected vinyl records,4,0
4,Nadia,3,0,been 34 years old,5,0
4,Nadia,3,0,attended couples therapy years ago,6,0
4,Nadia,3,0,had red hair,7,0
4,Nadia,3,0,been an organized person,8,0
4,Nadia,3,0,been a timid person,9,0
4,Nadia,3,0,been a software engineer,10,0
4,Nadia,3,0,gone to the emergency room for bruises,11,0
4,Nadia,3,0,not sought help after the emergency room incident,12,0
4,Nadia,3,0,been scared when Franklin screamed,13,0
4,Nadia,3,0,grabbed the revolver,14,0
4,Nadia,3,0,shot Franklin with the revolver,15,0
4,Chris,4,1,had an average IQ,1,0
4,Chris,4,1,enjoyed swimming,2,0
4,Chris,4,1,been male,3,0
4,Chris,4,1,been 10 years old,4,0
4,Chris,4,1,enjoyed playing hide-and-seek,5,0
4,Chris,4,1,weighed 70 lbs,6,0
4,Chris,4,1,had a curious personality,7,0
4,Chris,4,1,been a picky eater,8,0
4,Chris,4,1,been White,9,0
4,Chris,4,1,admired his father,10,0
4,Chris,4,1,invited friends over to play,11,0
4,Chris,4,1,hid in the hall closet,12,0
4,Chris,4,1,found the key in their father's jacket pocket,13,0
4,Chris,4,1,opened the gun cabinet with the key,14,1
4,Chris,4,1,picked up a pistol to play with,15,1
4,Flora,5,1,enjoyed gardening,1,0
4,Flora,5,1,been female,2,0
4,Flora,5,1,been a counselor,3,0
4,Flora,5,1,been legally blind,4,0
4,Flora,5,1,used a white cane to guide themselves,5,0
4,Flora,5,1,been an early riser,6,0
4,Flora,5,1,been an empathetic person,7,0
4,Flora,5,1,been Asian,8,0
4,Flora,5,1,composed music in their free time,9,0
4,Flora,5,1,been 32 years old,10,0
4,Flora,5,1,gone to a neighbor's house for dinner,11,0
4,Flora,5,1,used their white cane while walking home,12,0
4,Flora,5,1,not called for help,13,0
4,Flora,5,1,had their white cane slip between Paul's legs,14,0
4,Flora,5,1,stepped on Paul's torso,15,0
4,Darla,6,0,been female,1,0
4,Darla,6,0,been Black,2,0
4,Darla,6,0,ran a home daycare business,3,0
4,Darla,6,0,been 32 years old,4,0
4,Darla,6,0,been nearsighted,5,0
4,Darla,6,0,communicated and interacted well with children,6,0
4,Darla,6,0,worked with Pamela for many years,7,0
4,Darla,6,0,had a laid-back personality,8,0
4,Darla,6,0,enjoyed cooking,9,0
4,Darla,6,0,had an absent-minded personality,10,0
4,Darla,6,0,lived in a tornado-affected area,11,0
4,Darla,6,0,played games with the children,12,0
4,Darla,6,0,played loud upbeat music with the children,13,0
4,Darla,6,0,focused on the children,14,0
4,Darla,6,0,not heard the tornado sirens,15,0
4,Edward,7,1,been a clinical research assistant,1,0
4,Edward,7,1,been male,2,0
4,Edward,7,1,been an experienced driver,3,0
4,Edward,7,1,been single,4,0
4,Edward,7,1,enjoyed browsing Twitter,5,0
4,Edward,7,1,been a studious person,6,0
4,Edward,7,1,been an ambitious person,7,0
4,Edward,7,1,enjoyed reading science fiction,8,0
4,Edward,7,1,been White,9,0
4,Edward,7,1,been 24 years old,10,0
4,Edward,7,1,not muted phone notifications while driving,11,0
4,Edward,7,1,not sped,12,0
4,Edward,7,1,checked that there were no other cars nearby,13,0
4,Edward,7,1,taken a peek at the text ,14,0
4,Edward,7,1,veered into the cyclist while reading the text,15,1
4,Tristan,8,1,been extroverted and outgoing,1,0
4,Tristan,8,1,been impatient sometimes,2,0
4,Tristan,8,1,been Christian,3,0
4,Tristan,8,1,enjoyed listening to country music,4,0
4,Tristan,8,1,been Black,5,0
4,Tristan,8,1,been 43 years old,6,0
